gene_id,sample4,sample5,sample6,sample7,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20
g46742,0,0,0,0,0,0,2,2.006,0,0,1,0
g46743,1,2,2,2,0,0,0,0,0,0,0,0
g46744,0,0,3,2,1,2,0,0,1,0,0,2
g46745,0,2,0,0,2,3,0,0,0,0,0,0
g46746,1,1,1,0,0,0,0,0,3,0,1,0
g46747,0,0,2,2,0,1,0,2,1.003,0,2,0
g46748,1,1,1,0,0,0,3,1,2.261,2,0,0
g46749,2,0,0,0,2,1,0,1,4,1,0,0
g4675,470.927,354.217,450.36,536.184,397.902,695.517,455.251,386.941,1630.047,341.237,358.704,483.962
g46750,3,0,0,1.003,1,1,3,0,0,0,0,0
g46751,3,1,0,0,0,0,0,1,0,0,2,0
g46752,2,0,1,2,1,0,0,0,2,1,0,1
g46753,0,0,1,1,1.001,0,0,1,0,1,1,0
g46754,2,1,0,4,0,2,1,1,1,0,1,0
g46755,0,0,1,1,2,0,1.389,0,3,1,0,1
g46756,1,1,0,0,2,0,0,1,1,0,0,0
g46757,0,0,0,0,0,0,0,0,0,0,0,2
g46758,0,0,0,0,0,0,0,0,0,0,0,0
g46759,0,0,0,1,1,0,0,0,1,3,0,0
g4676,155.326,104.889,104.576,105.465,66.581,152.654,139.794,141.282,234.452,76.286,83.405,115.769
g46760,2,1,0,1,0,2,0,2,2,2,1,0
g46761,0,0,0,0,0,1,0,0,2,0,1,1
g46762,0,1,0,0,0,1,0,0,2,0,0,0
g46763,1,1,0,0,0,0,0,2,0,0,1,2
g46764,0,1,0,1,1,1,0,0,1,1,0,0
g46765,1,0,0,0,0,1,2,0,3,0,0,0
g46766,0,0,0,0,0,0,0,0,2,0,1,2
g46767,0,0,0,1,0,1,1,0,5,0,0,0
g46768,0,1,0,0,1,1,0,0,1,2,0,0
g46769,0,3,0,0,0,0,1,1,0,0,0,1
g4677,98,67.15,67.005,127.978,62.016,117.988,82.8,109.016,329.738,73,66,127
g46770,1,1,0,1,0,1,1,0,0,0,0,0
g46771,1,0,0,0,0,0,1,0,1,0,1,0
g46772,0,0,2,0,0,1,2,0,0,2,0,0
g46773,0.98,1,0,0,0,0,0,0,0,0,0,4
g46774,0,2,1,2,0,0,0,0,0,1,0,0
g46775,0,0,0,0,0,0,1,1,0,0,0,1
g46776,0,1,0,0,0,0,2,0,0,0,1,1
g46777,0,0,1,0,0,0,0,0,0,0,1,0
g46778,0,0,0,1,0,2,1,0,0,0,0,0
g46779,1,0,0,0,0,0,0,0,0,0,1,0
g4678,92.666,41.539,85.14,99.621,71.195,93.505,81.627,52.707,251.037,59.811,39.423,87.928
g46780,1.022,0,2,0,1,2.001,0,1,0,0,0,1
g46781,1.05,3.166,0,1.038,0,2.082,1.044,2.106,2.074,0,0,0
g46783,23.993,4.913,17.159,7.618,14.472,13.117,31.539,17.703,46.484,6.526,18.047,16.254
g46784,12.748,10.122,0,4.467,5.577,7.35,4.632,3.734,15.156,3.468,1.236,2.614
g46785,20.284,21.683,16.615,16.056,17.502,23.844,14.973,18.542,42.173,17.398,14.696,15.979
g46786,0,2.211,0,0,0,1.801,0,0,0,0,1.444,0
g46787,0,0,0,0,0,1.281,0,0,1.013,0,1.004,0
g46788,1,0,3.48,2.851,3.711,2,4.005,0,5.471,0,3.562,4.914
g46789,5.002,4,4.003,6.192,4,15.246,9.753,7.001,11.004,2.246,7,5.004
g4679,91.11,72.649,106.946,78.829,3.37,35.631,12.518,10.315,53.667,8.015,5.665,5.703
g46790,2.9,1,1.715,2.535,2,7.86,5.254,2.055,15.335,2.717,0,1.463
g46791,4.175,2.001,7.625,1.111,0,3.494,2.015,1,17.585,2,1.535,7.894
g46792,3,3,6.381,2.938,2.004,3,4,6,18.01,4,2.002,5.933
g46793,1,0,1,0,1,1,3.935,0,3.995,1,0,0
g46794,0,0,0,0,3.99,7.363,0,0,4.089,1.907,2.995,3.959
g46795,0,2.031,1,2,0,0,1,1,0,1,0,1
g46796,0,0,0,0,0,0,0,0,0,0,0,0
g46797,0,1,0,2,1,3.613,0.937,1,7,2,4.174,0
g46798,1.28,0,2.799,0,1.085,0,0,0.794,1.028,2.026,0,0
g46799,0,2,1,0,3,3,0,1,3,0,0,2
g468,270.706,158.524,214.934,346.186,197.007,368.168,215.992,218.884,723.06,156.778,146.797,281.877
g4680,3647.453,2577.519,2994.794,3365.42,2799.099,4862.123,4002.778,2687.577,9619.576,2287.632,2410.126,3190.99
g46800,0,2,0,1,0,1,0,1,4.501,0,0,0
g46801,2,0,1.975,3,0,0,1,1,5,0,0,1
g46802,3,1,3,2,3,2,2,1,7.337,1,4,6
g46803,0,0,0,0,0,0,0,0,0,0,0,0
g46804,0,1,1,0,1,0,1,2,1,1,2,0
g46805,1.999,0.997,0,0.826,3.901,0,0.977,1,2.608,1,0,2
g46806,0,0,1,0,0,2,0,0,2.001,0,0,3
g46807,0,1,0,0,3,0,2,0,4,0,0,1
g46808,0,2,0,0,0,1,1,2.274,1.732,0,0,0
g46809,2,0,3,0.993,0,1,1,0,0,0,2,1
g4681,587.02,490.283,555.246,728,420.526,835.165,512.567,421.362,1653.402,430.328,340.671,511.988
g46810,1,0,0,1,0,1,3,0.961,0,2,0,1
g46811,0,0,0,1,0,1,1,0,3,0,1,4
g46812,1.957,1.012,1.995,0,3,0,0,0,0.97,1,1,2
g46813,0,0,0,0,0,0,2,1,2.449,0,1,1.173
g46814,2,1,1.002,0,0,0,0,0,4.001,0,1,1.006
g46815,1,1,1,3,1,0,1,1,2.965,0,2,1
g46816,0,0,1,0,0,1,0,3,7.208,0,0,1.165
g46817,1.389,0,2.015,0,0,0,0,0,3,3,0,1
g46818,0,0,2,0,2,1,0,0,7,0,0,2
g46819,0,1,2.422,1,0,0,0,0,2.923,0,0,0
g4682,15528.743,12645.989,12576.94,14917.216,11929.107,26480.331,17154.779,12446.921,35483.366,10192.072,11707.984,19329.332
g46820,1,1,0,2,3,0,0,1,4,1,0.897,1
g46821,1,0,0,1,3,0,0,0,4,0,0,0
g46822,0,1,1,2,1,0,1,0,3,1,1,1
g46823,0,0,1,4,0,2,0,0,6,0,0,4
g46824,1,1.869,0,0,0,0,0,2,2.934,0,1,0
g46825,1,0,0,0,0,2,4,1,0,1,0,1
g46826,0,0,1,1,1,2,1,2,0,0,0,2
g46827,4,0,0,1,0,1,0,0,2,0,0,1
g46828,0,0,0,1,0,0,0,1,2.01,0,1,2
g46829,2,2,0,1,0,2,1,1,0,0,0,1
g4683,646.614,523.027,584.071,632.192,516.354,826.459,757.961,639.27,2343.531,431.256,496.581,737.44
g46830,0,2,0,2,0,0,2,2,2,1,0,1
g46831,1,0,2,1,0,0,3,0,5,1,0,1
g46832,0.981,0,0,1,2.948,0,2,0,3,0,1,3
g46833,1,1,1,2,0,0,0,1,1,1,0,3
g46834,1,0,0,2,0,0,0,0,3,0,1,2
g46835,0,1,2,2,0,1,1,1,0,0,2.141,0
g46836,1.652,1,1,1,0,1,0,0,4,0,0,2
g46837,0,0,2,0,0,0,1,0,0,0,1,0
g46838,0,0,0,1,0,0,1,0,5,0,1,1
g46839,0,0,5,1,0,2,1,1,1,0,1,1
g4684,405.023,247,543,408.926,195,355,485,316,1059.892,241.999,251,356.999
g46840,0,0,0,1,0,1,2,0,2,1.999,0,1
g46841,0,2,0,3,1,0,2.325,2,2,1,0,1
g46842,0,0,0,0,0,0,0,0,16,2,0,0
g46843,0,0,3,2,0,1,0,0,0,2,1,2
g46844,1,1,0,0,1,0,2,1,4,0,0,0
g46845,1,1,0,0,0,0,1,4,0,0,0,0
g46846,0,2,0,2,0,1,0,0,2,0,0,0
g46847,2.005,0,0,1,0,2,0,0,2,0,1.995,0
g46848,1,0,0,2,0,2,0,0,1,1,0,0
g46849,1,1,2,0,1,4,0,0,3,0,0,1
g4685,0,1,0,0,0,0,0,0,0,0,0,0
g46850,0,0,1,0,0,2,1,4,1,0,0,2
g46851,0,0,3,1,0,1,0,0,1,1,0,1
g46852,0,1,1,1.801,1,3,0,0,2,1,0,1
g46853,0,0,0,0,1,1,3,0,2.04,0,2,1
g46854,3,0,0,0,1,0,0,3,3,0,0,0
g46855,1,0,1,0,0,2,1,1,1,1,1,0
g46856,1,1,1,1,2,3,1,1,0,1,0,1
g46857,1,0,0,0,0,0,0,2,2,0,0,0
g46858,1,0,0,0,1,0,0,0,0,0,2,2
g46859,1,0,1,1,2,1,0,1,3,0,0,0
g4686,32.016,13.915,37.962,27.393,21.972,24.325,31.007,9,94.56,16.46,30.729,17.965
g46860,3,0,1,0,1,2,0,0.995,0,0,2,0
g46861,0,2,1,2,0,2,0,1,3,1,0,0
g46862,0,1,0,0,0,0,0,0,0,0,5,3
g46863,0,1,1,3,0,0,0,0,2,1,0,1
g46864,0,0,1,1,0,7,1,0,1,0,0,0
g46865,0,0,1,3,2,1,0,0,1,0,0,1
g46866,0,1,2,0,0,3,1,0,2,0,0,0
g46867,1,1,0,0,0,0,1,3,0,0,1,0
g46868,0,3,0,2,1,0,0,1,1,1,0,0
g46869,1,1,1,0,0,0,0,0,0,0,0,0
g4687,30.196,19.147,12.514,27.796,16.561,79.599,14.266,13,63.915,22.713,6.282,36.001
g46870,4,0,1,0,0,0,0,0,2,0,0,0
g46871,1,0,0,1,1,0,1,0,0,0,1,0
g46872,1,1,0,0,0,0,0,0,0,0,3,3
g46873,0,2,2,2,1,2,0,0,0,2,0,0
g46874,1,0,3,1,0,1,1,0,1,0,2,0
g46875,0,1,1,1,3,0,0,0,1,0,0,0
g46876,0,0,2,0,0,0,0,0,2,1,3,0
g46877,0,0.992,0,0,0,0,0,0,1,0,1,0
g46878,0,0,0,1.006,0,0,0,1,1.992,1,0,1
g46879,0,0,0,0,0,0,0,2,0,0,1,4
g4688,11141.026,9197.615,9640.332,12515.125,8794.938,14064.525,11071.921,8388.378,27289.216,8425.46,6321.744,9869.49
g46880,0,0,1,0,0,0,2,0,0,2,2,0
g46881,0,0,0,0,0,2,0,1,1,1,0,0
g46882,0,0,0,0,2,2,0,0,1,0,0,0
g46883,1.182,3.759,0,1.133,1.099,2.324,0,3.503,3.308,0,1.117,1.108
g46884,12.43,5.802,39.798,26.713,21.186,35.722,27.203,14.314,61.835,16.602,27.973,36.423
g46885,1.316,0,3.658,2.488,2.297,2.455,6.231,0,2.909,0,0,0
g46886,35.066,24.503,27.898,34.008,32.694,37.771,28.172,23.193,92.158,23.652,18.763,22.365
g46887,12.911,14.115,8.786,8.58,5.086,18.192,15.169,7.518,39.737,5.347,11.691,19.143
g46888,13.867,5.942,9.881,7.582,10.054,10.604,9,12.633,19.882,3.213,6.926,10.064
g46889,14.66,2.112,6.668,8.95,18.361,12.218,5.192,8.093,28.575,2.777,4.499,4.461
g4689,4100.581,3329.497,3290.38,4330.06,2792.652,5004.638,3860.687,3104.38,8663.246,2884.399,2562.893,3833.278
g46890,2.001,2.683,0,0,0,4.892,1,2.002,0,0,0,0
g46891,1.704,4,7.118,10.01,5,3,1.597,2,15.289,2.949,0,4.08
g46892,9.555,1.145,5.464,2.103,1,1,9.278,6,14.608,0,1,1
g46893,1,1.001,0,1.018,2,2,1,5,6.191,1,1,0
g46894,3.557,3.036,1.114,1,3.974,2.771,4.984,1,6.782,1,2.913,3
g46895,4,2,4.001,5,1,1,4.002,1,8.635,7,4,4
g46896,2,1,2,1.016,2.205,1,1,0.999,7.569,0,0,0
g46897,3,2,1,1,1,1.131,2,1,4.011,0,3,1
g46898,4,2.203,2,0,0,2.986,2,2.123,4.074,0,0,1
g46899,0,1,1.041,1,0,3.001,0,0,5.254,1,2.302,4.259
g469,1445.188,1310.033,1437.16,1649.746,1269.894,2264.574,1693.55,1451.557,4968.029,1347.609,1153.301,1467.352
g4690,2472.919,1614.75,1628.884,2087.761,1362.031,2263.136,2114.621,1654.463,5173.286,1281.123,1345.644,1961.005
g46900,2,0,3,0,1,0,0,2,8.011,0,3,0
g46901,2,0,1,0,2.03,2,1.008,1,0,1,3,2.003
g46902,2.012,0,1,0,0,1.001,0,1.005,1,0,0,1.01
g46903,4,1,0,4,1,3,2,2,7.001,0,0,3
g46904,0,0,0,1.008,2,0,2,0,3.269,0,0,0
g46905,0,0,0,0,1,0,0,0,0,1,0,0
g46906,0,0,2,1,2,5,1,1.837,3.197,0,0,0
g46907,1,0,0,1,3,1,1.434,1.725,4,0,0,0
g46908,1,1.927,0.819,1,1,0,1,0,1,0,2,0
g46909,2.693,0,2.944,0,0,1,1,2,0,0,1,1
g4691,923.978,945.49,699.823,1067.79,808.863,1602,745,771,3117.2,1090.936,687.995,1387.841
g46910,0,0,0,1,0,0,1,0,5,0,0,0
g46911,0,0,2,1,0,4,2,0,2,0,0,0
g46912,2,0,0,0,0,0,0,0,0,0,0,7
g46913,0,3.995,1,1,1,0,0,0,4,0,0,0
g46914,0,0,0,0,0,0,0,0,0,0,0,0
g46915,3,1,0,1,0,0,4,0,3,0,1,2
g46916,0,1,0,1,1,0,0,1,1.086,0,0,0
g46917,2,2,2,0,0,1,0,1,2,3,2,1
g46918,2,0,0,1,0,0,2,0,4,2,1,2
g46919,0,1,0,2,1,0,0.896,0,0.996,0,0,0
g4692,174.964,222.466,144.743,248.376,235.106,488.581,152.689,252.936,643.81,226.525,116.197,358.565
g46920,0,3,2,2,1,0,0,1,3,0,0.938,0
g46921,0,0,0,0,0,0,4,2.497,1,0,1,0
g46922,1,0,3,2,0,1,0,0,1,0,1,0
g46923,0,0,1,0,0,0,2,0,1,0,0,0
g46924,1,0,0,1,3,0,1,2,3.992,1,0,0
g46925,3,0,1,1,1,1,0,0,1,0,0,2
g46926,1.002,0,0,1.118,0,0,0,1,1.002,0,0,1
g46927,0,0,0,2,4,2,0,1,4,0,0,0
g46928,1,0,1,2,0,3,1,0,3,0,0,1
g46929,2,1,1,0,1,0,0,1,1,0,2,2
g4693,4181,3061.69,4433.275,4265.842,3180,6338.877,4354,3128.959,12490.998,2554,2849.868,3783
g46930,3.729,0,1,1,1,0,1,2,2,1,4,0
g46931,1,0,1,0,1,1,0,2,1,1,1.587,0
g46932,1,0,1,0,0,2,0,0,5,0,0,1
g46933,1,1,0,1,1,0,1,0,2,2,1,0
g46934,0,1,1,1,0,1,1,0,2,0,0,0
g46935,0,0,1,0,0,2,0,2,3,0,0,2
g46936,1,0,1,0,1,1,2.279,1,1,0,0,1
g46937,0,0,0,0,0,0,2,0,2.835,1,1,0
g46938,0,0,2,1,0,1,1,0,1,0,0,1
g46939,0,1,0,1,1,3,0,0,1,0,0,2
g4694,617.899,450.014,595.812,638.534,448,753,630.859,457.336,1528.239,400.327,398.069,544.013
g46940,0,0,1,1,1,1,0,1,2,1,0,1
g46941,0,0,1,1.591,2.974,0.746,1,1,2,0,0,0
g46942,1,0,0,0,0,3,0,0,4,0,0,1
g46943,0,0,0,3,0,1,0,1,2,0,0,1
g46944,1,2,1,2,1,1,0,0,3,0,1,0
g46945,2,0,2,1,0,1,0,1,3,1,0,1
g46946,0,2,0,4,0,2,1,1,1,0,0,1
g46947,2,0,2,1.005,0,0,0,0,3,0,1,0
g46948,0,0,0,2,0,0,1.136,0,1,0,0,1
g46949,0,0,0,0,0,2,0,2,0,0,1,1
g4695,56.358,54.097,64.996,80.037,72.628,109.088,67.499,56.11,235.74,53,36.021,53.98
g46950,5,2,0,0,0,0,0,0,0,0,2,2
g46951,0,2,0,1,1,1,1,0,3,0,1,0
g46952,0,0,0,2,0,0,0,0,3,1,0,0
g46953,1,1,0,3,1,0,1,1,1,1,1,0
g46954,3,2,1,1,0,0,0,0,1.865,0,1,1
g46955,3,2,0,1,1,1,1,0,1,0,0,0
g46956,3,0,0,2,0,1,0,0,0,0,0,2
g46957,0,0,1,0,2,2,0,0,5,1,0,0
g46958,0,1,2,0,0,3,2.795,0,1,0,0,1
g46959,0,0,0,0,1,3,0,0,2,2,1,1
g4696,53.23,39.878,50.005,65.493,40.139,69.003,50,40,141.627,41.709,15.013,51.571
g46960,0,1,1.008,1,1,2,1,0.999,2,1,0,1
g46961,0,2.002,1,0,0,3,0,0,1,0,0,1.362
g46962,1,1,0,1,0,2,1,0,1,1,0,1
g46963,0,0,0,1,0,2.677,0,0,1,0,0,0
g46964,0,0,0,0,0,0,1,0,3,1,0,0
g46965,0,2,2,1,0,2.551,0,0,1,0,1,0
g46966,0,0,1,0,0,1,1,1,1,0,0,1
g46967,2,1,1,2,0,0,0,2,1,0,0,0
g46968,0,0,0,0,2,0,0,0,2.385,1,0,0
g46969,0,0,1,0,0,2,0,3,0,1,0,0
g4697,293.248,215.461,181.721,339.326,213.57,325.338,260.524,234.158,939.763,174.858,175.106,309.106
g46970,0,0,0,0,0,0,1,1,0,0,0,2
g46971,0,0,0,0,0,1,0,2,1,0,0,0
g46972,0,0,0,0,0,0,0,0,0,0,0,0
g46973,0,0,2,1,0,2,1,0,1,0,0,1
g46974,0,0,0,0,0,0,2,0,0,0,1,0
g46975,1,0,0,0,0,1,0,1,3,0,0,0
g46976,1,0,0,0,0,0,0,1,0,0,1,0
g46977,0,2,0,1,2,1,0,0,0,0,0,0
g46978,0,0,0,0,1,1,0,0,0,0,0,0
g46979,0,0,0,0,2,0,0,0,0,0,0,0
g4698,338.88,225.654,288,320.841,213.017,471.015,304.053,240.138,765.856,225.593,243.194,337.439
g46980,1,2,1,0,0,1,0,0,2,0,0,0
g46981,2,0,0,0,0,0,3,1,0,0,0,0
g46982,0,4,0,0,0,0,0,0,0,0,1,1
g46983,0,0,1,1,3,0,0,0,1,0,0,0
g46984,0,0,0,0,0,2,1,0,1,0,0,0
g46985,10267.356,8467.664,10292.478,6406.672,8908.789,9080.984,5790.216,4054.24,24531.763,4565.511,4813.196,6594.383
g46986,14.838,12.607,17.217,14.622,18.197,16.389,23.575,19.413,48.063,9.613,7.769,12.689
g46987,90.659,77.835,79.714,103.868,76.101,159.144,92.233,63.649,272.833,75.768,83.939,133.398
g46988,3.005,2,4.974,3.989,3.016,1.983,1.29,1.547,6.933,2,2,3.566
g46989,144.755,90.626,145.179,155.809,60.208,121.879,100.339,83.834,342.219,76.827,71.603,80.27
g4699,14.001,7,15.829,11.273,16,27,25,10,45.277,19,12.621,24.914
g46990,4.362,5.979,9.199,9.966,6.582,7.646,8.21,8.41,35.637,11.28,10.36,12.362
g46991,36.47,24.841,42.542,44.613,30.058,48.772,39.456,18.27,119.605,21.388,32.04,35.272
g46992,18.571,1.269,11.691,6.678,5.572,7.895,7.917,4.575,20.606,1.668,6.864,8.603
g46993,0,0,0,0,1,0,0,0,1.321,0,0,2.362
g46994,35.563,9.641,29.345,26.919,17.47,13.262,23.835,22.453,85.684,6.959,17.213,16.521
g46995,15.618,14.273,29.876,12.538,12.186,18.821,23.735,15.368,79.564,16.113,18.526,21.862
g46996,0,1,0,0,0,0,0,2.714,3.636,4.759,0,0
g46997,0,0.984,2.051,0,0,0,1.062,2.137,3.284,0,2.068,0
g46998,5,0,1.017,2.03,4.086,6.145,1.021,2.054,7.082,3,2.102,3.055
g46999,9.897,5.431,9.484,7.021,3.665,11.095,5.813,6.901,34.983,9.351,11.123,8.694
g47,18930.922,14089.158,20829.009,20033.799,14592.332,24607.664,20525.847,15148.996,58833.629,12430.361,12753.089,18035.979
g470,1536.276,1201.882,1404.087,2064.686,1180.627,2108.088,1458.052,1182.491,4662.279,1086.995,1042.126,1411.926
g4700,1218.403,924.212,1169.678,1427.169,884,1660.49,1477.612,1079.999,3485.59,762.013,887.796,1064.26
g47000,18.724,9.423,7.236,17.583,9.9,7.721,0,7.81,51.249,7.105,2.74,6.828
g47001,0,3.286,0,2.243,6.703,0,0,0,2.765,0,1.151,0
g47002,5.523,2,2.588,3.93,1.122,0,2,3.973,3.523,2.058,0.806,0
g47003,0,0,0,0,1.001,1.721,0,0,0,0,0,0
g47004,5,2,2,3,4,4,7,2,3,3,1,3
g47005,0,0,0,1,1,1.129,0,1,1.123,0.934,1,2.888
g47006,1,0,1,2,3,2,3,1,3,1,2,3
g47007,2.225,0,2.75,1.122,0,3,0,2,5,3,0,0
g47008,0,2.417,0,0,2.564,2.988,0,0,0,0,0,0
g47009,1,1,0,0,0,0,2,0,1,1,0,0.996
g4701,107.63,78.043,67.142,131.247,87.905,142.546,88.936,75.444,312.728,61.505,69.235,110.692
g47010,1.002,1.474,0,0,0,1.458,0,1,2.008,0,0,0
g47011,1,0,2.523,1,1.001,0,0,0,0,0,0,0
g47012,0,1,0,2,0,0,1,2,0,0,4,0
g47013,1,1,0,1,1,0,1,0,3,2,0,0
g47014,1,0,5,1,2,0,0,1,4,1,1,1
g47015,0,0,0,1,1,0,1,0,0,1,1,2
g47016,0,1,0,1,1,5,1,0,3,1,0,2
g47017,1.72,0,0,0,0,1,1,0,2.988,1,0,2
g47018,3,1,0,1,1,1,0,2,4,0,0,1
g47019,0,0,0,2,0,1,1,0,4,0.748,0,0
g4702,152,29,0,0,0,0,55,84,1,0,135,141
g47020,1,3,1,1,1,2,0,1,3,0.992,1,2
g47021,0,2,1,0,0,1,1,0,0,2,0,0
g47022,2,1,1,1,5,2,2,1,4,2,1,3
g47023,2.803,1.013,1.999,1.781,0,0,0,2,2.351,1,0,0
g47024,0,0,2,2,0,0,4,1,2,0,0,4
g47025,1,0.999,1,1,1,0,0,0,3.571,0,0,0
g47026,3,2,1,0,0,1,0,1,2,0,0,3
g47027,2,0,1,0,1,2,3,0,3.491,0,0,1
g47028,0,0,0,0,0,0,0,0,2,0,0,0
g47029,4,1,0,0,1,1,1,0,4.353,0,2,1
g4703,1005.196,839.241,1010.969,1310.989,914.139,1592.646,1099.055,740.189,3769.691,731.891,891.34,1309.528
g47030,0,0,1,0,1,0,0,0,3,0,0,0
g47031,0,1.032,1,2,0,1,0,2,2.021,0,0,2
g47032,0,0,0,0,5,0,0,0,0,0,1,0
g47033,2,1,1,2,0,0,1,1,1,2,0,0
g47034,0,0,15.092,0,0,0,0,0,0,0,0,0
g47035,1,0,0,0,1,1,1,0,3,1,0,1
g47036,1,0,0,0,1,1.038,0,0,1,0,1,1
g47037,0,0,1,3,3,1.915,1,0,2.999,0,1,1
g47038,2,1,0,0,0,0,0,0,0,0,0,0
g47039,0,0,0,0,3,0,0,2,5,1,0,1
g4704,9080.546,7353.109,8875.863,10366.928,7008.027,13084,8623.143,6771,20457.558,6768.434,6385.969,9779
g47040,4,0,0,2,1,1,1,0,0,0,0,0
g47041,1,1.019,1,1,1.014,0,0,1,1,0,0,1
g47042,1,0,2.498,0,1,0,0,0.914,3,0,0,4
g47043,1,0,0,4,0,0,1,0,4,0,1,1
g47044,0,0,1,1,0,1,0,1,1,0,0,2
g47045,1,2,2,2,0,0,1,2,0,0,2,0
g47046,2,0,1,2,0,2,1,0,0,1,1,0
g47047,0,0,0,0,0,0,0,1,4,0,0,2
g47048,0,1,0,0,0,0,4,1,0,0,1,3
g47049,0,0,0,1,0,1,1.009,1,2.292,1,0,0
g4705,176.018,123.923,229.029,217.196,103.03,169.472,203.748,119,720.535,156.22,127.176,137.172
g47050,0,1,1,0,2,0,2,0,0,0,0,1
g47051,1,0,0,1,1,1,0,1,2,1,0,3
g47052,0,0,0,1.066,0,0,0,0,0,0,2,0
g47053,1,1,2,1,0,1,1,0,0,0,1,1
g47054,0,1,0,0,2,0,3,1,0,1,1,2
g47055,0,1,1,2,0,0,1,0,4,0,0,1
g47056,0,0,2,2,0,0,1,2,1,0,0,0
g47057,0,2,1,0,0,1,1,0,2.128,0,0,0
g47058,0,2,0,1,0,0,1,1,3,0,3,0
g47059,0,1,1,0,0,2,1,1,2,1,0,0
g4706,890.998,655.007,802.111,1006.995,655.001,1356.131,943.012,680,2169.662,562.806,631.468,825.9
g47060,0,0,0,0,11,1,0,0,1,0,0,0
g47061,0,1,0,0,0,0,0,0,9,0,0,0
g47062,2,0,1,0,1,1,1,0,0,0,0,1
g47063,0,0,0,0,0,2,1,0,0,0,2,0
g47064,0,0,0,0,12,0,0,0,0,0,0,0
g47065,0,0,1,0,3,0,0,0,5,0,0,0
g47066,0,2,0,0,1,2,0,1,0,0,0,2
g47067,0,0,0,1,1,0,1,0,2,2,0,0
g47068,0,0,0,1.997,1,2,1,1,0,0,0,0
g47069,0,0,1,0,0,1,1,0,0,1,1,0
g4707,344,164.001,187.096,276,208.039,353.078,280.001,207.999,624.061,215,152.001,226.994
g47070,0,0,0,1,0,1,0,3,0,0,0,3
g47071,0,0,2,0,0,1,1,0,2,0,0,1
g47072,2,0,0,1,0,0,0,1,0,1,0,0
g47073,0,0,0,0,0,0,1,1,0,0,0,1.967
g47074,0,0,0,1,0,0,0,0,1,0,0,1
g47075,0,1,1,0,0,0,0,1,0,0,0,0
g47076,0,0,0,1,0,0,0,0,1,0,0,0
g47077,0,0,0,0,0,0,2,0,0,0,1,0
g47078,1,1,0,0,0,0,1,1,1,0,1,0
g47079,12.686,5.022,9.197,11.205,10.229,20.13,6.406,15.016,30.535,0,2.922,11.758
g4708,560.024,373.489,468.862,576.278,434.012,750.163,534.559,492.614,1718.527,407.025,416.2,564.554
g47080,14.355,12.981,0,0,3.657,14.152,7.743,5.713,0,0,3.902,6.281
g47081,0,0,0,0,0,0,0,0,0,0,1.179,0
g47082,4.02,13.724,24.17,15.87,2.847,21.168,14.024,7.955,19.548,6.143,7.551,13.703
g47083,0,0,0,0,0,2.777,0,0,4.674,8.288,0,0
g47084,54.275,40.723,36.473,64.449,50.347,65.416,34.332,36.172,189.133,40.604,25.873,43.887
g47085,7.241,4.181,3.583,7.023,4.884,4.995,5.262,3.776,5.466,0,3.007,12.081
g47086,18.5,14.892,22.479,20.06,24.497,16.83,33.154,22.617,61.781,12.94,12.362,27.51
g47087,15.732,7.083,10.795,7.488,5.501,12.834,6.56,4.64,29.014,8.183,10.487,10.153
g47088,13.614,11.303,5.587,10.997,4.758,19.363,13.343,10.312,39.848,13.114,7.385,10.034
g47089,6.646,4.413,29.274,28.613,10.143,19.948,7.19,9.5,17.9,7.041,20.724,34.27
g4709,47,31,38.028,51,34.129,76.139,63.174,66,130.011,22,28,57.049
g47090,4,1.263,2.229,10.41,0.72,8.948,1,15.478,12.55,13.397,1,11.531
g47091,0,1,0,0,0,1,0,0,3.804,1.517,0,0
g47092,4,2,8,1,0,4.003,4,7.874,10.816,4,1,4.979
g47093,1,1,4,4.999,1,4,5,5.967,9.948,4,7,2.024
g47094,2.997,0,3,1.068,0,0.987,0,2.527,9.747,2,3,0
g47095,1,1,1.007,0,3,2,0,0,3,2,3,3.38
g47096,0,1,2,1,3,3.029,1,1,10.006,5,1.004,1
g47097,2.474,0,0,4.907,1.463,0,2,0,2.173,0,1,1.992
g47098,6,1,0,0,0,0,1,3,0,0,2,2
g47099,0,2.046,0,2,0,2,0,1,4.001,2,1.035,2
g471,2283.958,2047.243,2478.813,3378.09,1927.55,2744.564,2223.214,1886.485,6521.758,1659.086,1513.902,2127.326
g4710,197.031,193.544,136.02,203.138,159.788,202.902,182.037,155.199,489.834,122.246,132.073,196.671
g47100,2,2,4,0,1,1,0,0,7,1,1,1
g47101,7,0,3,0,1,0,1.003,1,9,0,0,1
g47102,0,0,0,1.008,2,0,0,0,0,0,0,2.008
g47103,4,0,0,0,0,0,2,1,0,0,4,2
g47104,2,0,0,1,0,2,1,0,4,0,1,0
g47105,2,0,1,0,2.003,0,0.995,2,2.99,3,0,1
g47106,0,2,0,0,0,0,0,0,0,1,2.078,10.649
g47107,0,0,1,1.028,0,4.003,2,0.828,3.988,0,0,1
g47108,3.975,0,1,0,0,2,1.985,2,2,1,0,2
g47109,0,2,0,2,0,0,1,0,4,1,0,3
g4711,0,0,0,0,0,0,0,0,0,0,0,0
g47110,0,0,1,0,2,0,1,0,4.135,0,1.085,1
g47111,1,1,0,0,2,2,1.956,1,2,2,1,1
