gene_id,sample1,sample2,sample3,sample4,sample6,sample8,sample9,sample10,sample11,sample12,sample13,sample15,sample17,sample19
g6918,74,47,0,41,0,63,0,0,0,0,0,65,1,70
g6919,15.995,24,14,22,15,11,12,10,10,12,20,10,49,17
g692,1981.179,2394.528,2693.105,2149.664,1956.654,2543.125,2725.214,2252.683,1869.839,2348.342,1608.627,1969.744,5626.092,1361.845
g6920,4757.03,6017.361,6524.912,4295.563,3936.307,3491.852,6778.936,3251.883,3584.06,5194.732,3439.86,4683.181,11395.064,4081.191
g6921,431,641,658,400,386,403,465,405.405,447,575,319.996,419,1099,320
g6922,39.189,34.988,43.895,34.037,53.184,64.999,54.096,58.335,33.006,42.251,25.378,36.989,76.799,27.03
g6923,841.284,1016.998,961.509,743.533,657.31,728.032,951.739,719,850,908.003,583.988,843.231,2230.839,619.009
g6924,563.119,651.052,721.197,562.561,459,578.23,671,548.189,442.671,576.5,382.729,498.907,1799.214,382
g6925,205.012,234.222,388.121,346.491,304.154,341.141,343.943,274.189,257.662,402.483,219.348,247.573,1208.313,227.874
g6926,31.076,27.29,20.082,25.036,16.021,32.621,28.048,33.056,21.034,17.014,14.151,15.495,34.708,12.022
g6927,10,7,8,8.996,1,8,16,4,6,11,5,8,17.236,5
g6928,0,0,0,0,0,0,0,0,0,0,0,746,2,2
g6929,3605.267,5601.676,4272.131,4028.969,4281.395,4338.572,4839.728,3182.284,2910.284,4153.818,4370.91,3274.955,10637.748,1745.22
g693,1506.127,1764.834,1867.507,1493.318,1098.122,1643.371,1685.116,1322.333,1282.165,1611.469,1103.205,1250.355,4383.624,990.715
g6930,1252,1501.458,1787,1418,1020,1093.002,1648.047,1103.686,1276.008,1589.311,833,1408,3166.406,945
g6931,452.013,470.004,776.992,400.997,232.999,348.997,544.993,421,281.067,360,237,248.032,744.944,283
g6932,37,156.025,113,24.033,85.395,92.358,28,43,50,78,52.053,152.008,276.483,24
g6933,38.723,43.464,32.963,35.502,28.733,49.447,50.176,51.556,23.222,47.787,22.603,33.358,81.165,43.471
g6934,533.177,658.079,604.375,550.411,455.491,509.876,559.022,433.488,450.377,588.955,398.888,494.315,1322.722,322.419
g6935,47.079,55.266,37.407,40.155,41.921,58.075,42.481,50.467,34.293,50.559,56.767,41.904,138.67,29.717
g6936,386.579,494.501,501.98,432.24,361.734,381.496,527.144,403.113,357.306,540.631,345.838,439.007,1455.614,307.524
g6937,550.733,565.592,526.887,150.726,525.045,775.854,356.932,144.089,91.982,535.508,81.167,261.146,234.919,600.016
g6938,36,51.95,147.773,39.015,87.008,53.752,50.17,42.522,60.147,108.666,28,78.97,192.847,41
g6939,4.472,0,13,3.044,2.052,1.01,616.667,3.275,2.835,0,1.004,0,17.154,0
g694,497.953,571.127,524.238,547.995,442.798,612.489,578.398,425.059,432.511,541.346,375.212,446.459,1590.846,287.993
g6940,25.785,31.5,39.752,36.913,38.134,39.734,53.341,33.724,20.407,47.293,29.085,27.02,83.397,17.121
g6941,478.588,585.83,706.05,288.125,586.829,553.451,367.338,327.168,853.761,752.857,197.9,452.069,2165.259,610.988
g6942,438,667,754.001,601.409,617,714,660,590,534,807.551,440,598,1774.135,418
g6943,17.285,33.931,31.664,24.713,25.566,46.701,25.289,20.74,19,34.681,9.881,14.622,78.866,15.801
g6944,432.001,509,541,462,351,493.015,547.017,470,430,545.95,325,484.984,1182.329,294.018
g6945,260.74,253.031,533.035,218.362,152.889,135.41,195.539,165.771,212.075,219.252,225.662,255.198,474.127,182.63
g6946,139,120,191,225,131.006,227,194,153,154,225.478,103,186.998,385.004,102
g6947,76.92,76.544,81.889,77.692,65.118,62.247,71.706,113.847,71.416,77.542,83.201,82.127,217.712,81.685
g6948,13,9,21.145,12,8,14,23.996,19.123,13,27,6,18.936,38.077,7
g6949,14.004,11.084,29,18.005,3.003,15,11,13,8.001,8,11.042,3,28.014,8
g695,10543.282,13327.787,10566.374,9565.577,14300.083,18271.533,14531.497,13652.661,10225.862,13072.619,9546.587,10438.786,32068.876,5392.239
g6950,81.84,98.04,115.304,88.441,53.736,91.195,95.662,55.117,89.333,99.692,50.848,89.802,246.214,44.161
g6951,629.64,799.35,934.58,760.032,783.296,1038.819,865.887,772.051,600.522,1062.949,537.919,693.422,2569.626,480.855
g6952,446.973,723.274,352.622,384.203,469.946,731.216,497.732,499.588,491.998,525.391,276.294,500.187,1630.328,306.038
g6953,7844.871,8650.05,11403.997,9811.454,9474.591,9626,12822.744,9712.036,9698.804,10594.366,6944.87,9149.619,19810.428,5611.914
g6954,478.201,587.283,585.966,486.942,421.283,517.197,603.326,464.929,447.104,543.627,422.839,531.305,1954.559,360.217
g6955,238.005,308.996,367.31,402,269.98,324.954,394,342.071,346.376,365.327,230,330.919,882,228.095
g6956,8.569,30.979,58.446,56.285,36.81,61.996,105.311,4.445,16.442,108.819,9.38,45.099,169.61,22.065
g6957,299.812,392.999,462,394.004,350.007,487.433,406.135,342.003,344,390,324,414.012,1098.818,251.055
g6958,29.507,95.791,156.98,102.533,3.048,17.979,62.862,82.857,79.796,106.61,8.559,108.245,371.761,82.213
g6959,189,341.999,126.008,166,121.15,136.068,198,206.47,211.897,343,131,241,381.969,131.999
g696,43799.279,52610.34,45231.523,41720.907,56516.69,52856.42,64387.949,45136.238,39984.818,59224.979,41380.878,37244.591,117554.332,25959.791
g6960,68.12,21.848,31.41,51.454,66.686,129.106,111.733,57.989,32.135,55.721,32.591,47.452,106.567,28.842
g6961,2629.037,2855.961,3703.688,3776.222,2977.417,3635.381,3633.22,3399.9,2916.284,4400.434,2240.999,3706.112,10665.053,2269.215
g6962,22.232,38.441,25.246,41.438,32.235,44.366,39.838,16.122,25.233,52.493,18.164,26.3,86.357,24.216
g6963,467.971,598.676,555.015,489.644,371.273,545.579,616.404,411.974,409.199,549.614,275.284,430.443,1276.185,298.462
g6964,312,396,485.629,392.351,397,450,411,422,363.296,494.028,282.919,356,1057.503,242
g6965,348,514,608.979,345.446,267.536,344,414,322.113,283,381.224,211.001,309.724,845.395,246
g6966,18,21,18,20,17,13,12,15,10,17,19,9,19,8
g6967,137.124,159.069,236.689,256.787,164.06,192.894,188.326,159.001,171.002,223.451,135.012,204.753,607.424,128.815
g6968,1029,1220.377,1291,996.037,825.294,1021,1253.565,896,901.047,1325.842,750.002,1171.029,2979.514,747
g6969,13.001,20.23,20.109,13,19.571,18.001,19,19,20,26,18,30,62,5
g697,1618.309,2191.335,2538.832,1543.022,1453.481,1797.035,1890.727,1568.41,1408.152,1734.931,1172.378,1421.624,4246.818,1035.902
g6970,261.402,336.955,296.252,221.432,231.716,244.747,308.814,221.502,250.821,268.513,195.507,221.711,668.626,174.201
g6971,1052.895,492.903,1128.989,704.656,768.718,555.918,473.699,791.72,931.558,919.009,708.272,636.366,3040.065,1089.547
g6972,185.003,246.001,197,188,128,167,179.205,160,136.001,161.003,128.58,141,449.242,97
g6973,200,139.002,0,50,0,131,1,0,0,1,0,159.001,0,97.239
g6974,19,10.002,42.759,16.436,12,7,10,15,10.969,7,9.859,8,29.36,4
g6977,986.762,1285.497,1644.182,946.502,929.001,1284.289,1131.624,905.423,918.448,1249.511,813.778,1055.482,3289.783,633.161
g6978,166.521,190.083,309.016,298.197,300.936,350.537,325.346,252.114,241.215,329.267,187.777,262.299,809.133,162.426
g6979,40.202,31.254,462.94,60.692,124.56,34.732,120.524,80.167,51.212,78.778,20.293,21.733,184.339,21.518
g698,858.728,950.089,1050.64,949.447,737.775,993.145,916.148,897.865,811.201,952.266,641.376,847.965,3092.873,517.173
g6980,18,31,23,19,10,15,15,21,16,14,7,10,43,8
g6981,160.891,464.482,678.058,509.106,277.379,346.659,594.967,229.241,278.517,163.953,134.096,151.166,307.695,319.275
g6982,0,1,0,0,0,0,0,0,0,0,0,94,0,441.745
g6983,4553.723,9463.807,12403.974,3547.835,3625.736,1621.6,7132.731,3872.221,1532.507,5425.597,3513.194,4376.81,8615.099,1139.473
g6984,322.219,252.971,400.152,450.412,278.016,412.686,357.371,315.684,281.352,362.635,217.159,333.38,927.51,221.171
g6985,241.721,332.604,396.869,298.396,204.807,327.116,275.796,199.472,283.969,306.034,190.118,259.505,714.957,176.153
g6986,56.023,90.577,172.403,25.012,6.679,29.94,33.098,71.423,11.813,53.799,46.369,51.287,44.419,26.246
g6987,595.838,793.266,853.154,710.119,630.006,698.182,851.448,673.182,622,879.595,538.2,690.845,2070.687,451.746
g6988,345.173,339.82,433.14,211.353,265.205,352.899,389.386,239.354,252.819,276.311,216.318,301.147,690.575,170.028
g6989,80.848,144.003,238.444,86,89.001,55,149.005,84,58,90.001,63,72.996,284.688,51.001
g699,3383.842,3718.957,3501.409,3265.721,3101.95,3931.669,3574.443,3581.519,2397.373,3551.344,2457.356,2822.822,12043.94,1857.859
g6990,10,12,23,13,12,21,27,23,11,11,10,11,39,7
g6991,0,2.625,0,0,6.161,11.593,7.713,6.213,12.546,0,10.34,4.48,6.097,0
g6992,6,5,5.004,4,1.004,12,14,3,15,8,5,8,13,6
g6993,1572.053,2095,2446,1436.603,1388,1389.998,1645.777,1200.298,1309,1422,1129,1497,3993.095,1113
g6994,103.502,96.965,92.686,62.955,78.93,80.138,166.144,54.999,105.831,82.66,81.323,47.86,198.926,46.756
g6995,57.065,38.068,42.156,40,32.003,35.977,32,41.842,22,19,27,31,81.053,14
g6996,94.732,43.16,106.194,56.276,45.346,78.102,146.304,61.846,70.456,122.917,43.031,67.461,129.636,42.551
g6997,17.474,21,23,16.857,11,16.744,18.554,16.992,11.001,8.476,17.997,36,60.007,9
g6998,355.191,370.848,456.692,360.702,349.004,445.463,463.488,340.308,291.883,471.641,269.748,313.326,1001.281,188.054
g6999,10.041,8.089,17.17,15.196,7.079,30.236,18.128,17.809,7.094,22.255,16.191,12.163,43.38,11.122
g7,1744.91,1885.725,1974.935,2225.728,1194.859,1686.64,1636.287,1509.901,1448.392,1476.679,1147.901,1757.573,5745.365,1136.716
g70,4524.594,5234.539,5973.668,4697.624,4054.65,5195.073,5401.092,4461.272,4150.474,5049.757,3642.855,4670.925,13533.62,3145.133
g700,2310.998,2674.847,2811.356,2354.359,2244.395,2771.294,2936.165,2364.223,2083.647,2965.826,1920.454,2386.923,7408.325,1594.654
g7000,5125.873,7875.763,7469.992,4927.001,4931.999,4534,6360.399,3857.004,4518.362,5641.988,3482.001,5468.444,11656.949,4085
g7001,611.464,954.89,2629.228,1460.511,865.509,1016.606,2262.543,651.334,590.787,1050.628,272.388,527.799,2045.245,1404.246
g7002,321.367,292.318,428.325,524.585,354.247,471.486,399.329,414.92,327.804,424.126,267.05,421.364,1373.719,265.417
g7003,191.009,225.975,426.001,296.109,426.477,443,343,347.906,334.041,496.411,283.541,352,1178.144,243
g7004,1879,2460,2430.028,1748.001,1581.997,1749.001,1944.685,1753.085,1585.999,1965.001,1304.999,1694.004,5208,1408
g7005,457.007,620.798,592.71,536.941,467.287,485.538,517.896,431.001,420.114,588.99,278,463,1173.369,332.148
g7006,312.559,325.77,432.94,395.047,277.606,371.7,346.256,281.12,359.844,462.06,265.463,297.68,955.806,196.544
g7007,3,3,4,6,299,101.006,1,108,1,150,24,5,155,10
g7008,9,12.955,23,13.321,5,9,10.195,3,8,11,7.005,11,23,8
g7009,31.861,44.033,44.397,54.702,37.014,50.703,37.235,37.94,36.508,24.032,29.758,42.917,188.9,21.276
g701,1900.061,2502.225,2255.239,1913.274,1518.087,2002.8,2137.086,1789.33,1724.908,2200.59,1414.228,1829.519,5745.853,1239.66
g7010,349.503,468.406,571.002,404.201,286.628,385.7,496.521,351.096,420.348,464.891,311,375.388,1072.096,301.11
g7011,259.854,276.784,257.962,224.04,196.688,257.114,261.691,203.059,219.497,221.245,187.161,243.359,665.376,130.586
g7012,13,5,21,8,21,10,12,13,4.001,11,7,11,27.001,8
g7013,919.561,1103.194,1296.199,1594.932,1031.191,1240.688,1273.134,941.107,1196.047,1261.936,867.919,1560.186,3797.221,815.298
g7014,132.883,104.072,131.86,146.819,122.641,150.064,158.243,127.824,131.383,172.938,112.194,121.273,450.222,87.167
g7015,508.854,691.12,568.316,562.723,357.026,503.025,474.784,438.423,383.686,413.971,345.14,420.65,1891.347,305.139
g7016,330,484,401,395,322,390,523,337.005,331,489.058,397,377,1244,331
g7017,281,298,335.001,301,282,374,369,256,278,359.999,198,292,857,175
g7018,72.933,84,86.75,46.79,74.872,103.385,130.529,68.966,39,127.92,25.018,67.006,171.514,51.421
g7019,352.529,364.735,475.999,391.557,303.765,385.32,427.54,307.958,298.844,459.865,288.176,363.771,1045.331,218.195
g702,3489.794,4229.131,4602.679,3660.018,2936.794,3717.461,4179.937,3447.265,3179.7,3892.692,2634.245,3441.811,11090.731,2482.545
g7020,3449.02,4464,4443.971,3520.928,2646.199,2828.819,4269.248,2323.437,3130.314,3825.994,2753.018,3728.211,10214.198,2559.098
g7021,4207.977,6985.397,1136.212,763.179,1134.887,354.005,1394.538,1135.756,2158.505,1078.165,1967.793,2702.836,2684.194,2955.397
g7022,795.843,1213.636,847.006,808.312,495.003,571.928,708.865,647.557,1005.245,876.689,468.958,908.467,3314.583,803.646
g7023,564.274,771.151,746.557,633.416,541.721,618.892,651.168,612.679,524.401,659.19,432.386,577.319,1662.791,392.056
g7024,2456.437,3657.471,1822.733,1996.965,1792.118,1589.81,2351.5,1426.853,919.561,1824.608,1183.047,1894.76,4002.191,1623.595
g7025,476.954,565.195,863.834,458,432,347.969,638.967,336,322.866,447.999,254.989,354,850.274,315
g7026,117.002,96,145.164,144.903,83.668,91.445,134.791,112.047,130.937,149.191,113.3,115.003,471.342,90.996
g7027,1081,1628.896,1611.366,1244,1001.491,1033,1379,960,1104,1312.939,834.638,1176.881,2959.39,875
g7028,452.66,477.39,484.673,464.546,476.392,572.953,425.374,443.387,380.512,535.289,323.012,405.765,1408.198,282.853
g7029,450.129,504.16,478.442,465.757,383.003,488.908,399.088,355.627,363.389,482.957,364.212,461.03,1110.613,297.741
g703,1431.25,1710.564,1959.556,1438.005,1443.296,1778.779,1716.755,1425.205,1395.852,1722.961,1136.454,1455.731,4133.402,966.437
g7030,30.996,27,50,30,30.904,41.004,28,26,20,19.036,34.005,25,89,11
g7031,912.134,1346.723,1446.091,940.511,884.391,1149.845,1243.462,858.384,808.445,1110.73,648.852,1208.355,2534.003,811.621
g7032,150.673,135.8,280.34,210.375,208.224,190.975,218.71,221.976,139.842,329.134,85.974,142.467,544.888,133.492
g7033,98.594,115,119.748,111,93.613,128.999,114.845,93,80.273,103.608,87.998,84.898,377.967,59.932
g7034,50.854,32.022,31.606,24.966,33.946,43.017,54.509,29.023,27.022,45.697,26.143,25.872,75.061,19.508
g7035,322.232,406.167,297.076,461.959,286.593,340.506,303.289,310.033,267.999,277.479,305.965,342.445,804.696,190.138
g7036,4.168,2,12.922,4,4,5,15,6.041,6,9,3,16,23,6
g7037,623.92,845.978,901,783.938,645.222,805,872.998,821.021,689,914.914,580.931,713.619,2008.796,519.531
g7038,39,35,71,46.132,62,73.036,52,44,39,77,34,50.094,137.263,33
g7039,82,47,0,25,0,58,0,0,0,0,0,26,0,32
g704,1237.138,1451.869,1614.224,1356.131,1376.491,1831.741,1462.223,1224.178,1363.715,1173.55,1398.488,1557.753,3810.149,764.082
g7040,15.113,23,10.023,17,18.328,13.004,12,19.123,10,16.031,18,13,35.862,6
g7041,734.971,631.433,1009.124,923.278,1486.73,1657.465,1223.976,942.275,619.502,849.151,482.127,760.65,3151.658,590.353
g7042,94.453,149.264,120.942,91.148,90.431,119.981,116.414,108.854,117.23,85.492,80.22,94.419,274.818,64.31
g7043,299.917,340.924,317.26,330.452,249.14,326.046,335.55,273.434,228.897,317.762,231.445,306.83,1244.146,209.216
g7044,62.618,90.659,91.467,72,43,62,44.003,75,79,58.977,43,110,250.064,62
g7045,11.165,9.135,13.966,10.96,8.9,10.927,11.233,7,14.92,18,11.984,18.176,39.131,8.001
g7046,3888.963,15655.971,582.458,1770.465,958.245,452.151,5420.134,1070.009,690.5,2255.014,2519.545,1292.923,2616.361,1074.223
g7047,207.7,201.305,270.477,147.238,128.147,133.264,195.928,163.928,121.826,176.826,92.49,149.062,513.479,118.121
g7048,25,13.564,33,15,21,16,22,17,12.072,22.001,14,13,48.105,14
g7049,1012.441,1256.065,1021.376,901.455,868.609,994.609,1016.349,939.303,851.938,1211.477,622.114,890.848,2568.442,661.721
g705,8230.362,9859.761,11534.585,7246.163,6978.161,7785.039,9728.758,6495.171,7418.177,9280.462,5744.336,9091.859,22598.488,6575.915
g7050,253.499,298.984,446.438,434.618,272.36,353.608,379.121,358.427,356.848,455.26,264.464,413.032,1156.206,235.417
g7051,485,576,610,464,412,427.024,574,430,473,498.963,345,398,1181.189,312
g7053,1235.433,1737.863,1711.065,1221.398,1109.572,1377.423,1639.463,1385.243,1204.693,1521.485,1278.758,1345.516,3427.687,870.758
g7054,645.225,767.951,780.929,683.034,524.992,730.895,749.283,617.654,583.149,697.999,518.328,656.481,1769.988,421
g7055,257,260,380.946,236,548.847,332.023,297.012,255,227,361,210.248,206.001,659.013,177
g7056,1774.875,2219.314,2563,1824.009,1549,1721.99,1969.056,1571.746,1668.003,2240,1477.01,1979.082,4491.996,1567
g7057,1343.596,1685.548,1836.779,1207.736,960.85,1196.294,1556.398,930.571,1270.018,1502.997,908.982,1394.647,4122.544,1041.085
g7058,854.303,855.442,1138.91,724.438,694,674.28,889.8,784.033,575.077,939.946,579.258,730.68,2236.165,492.871
g7059,6,8,11,6.001,5,8,5,11,7,11,4,5,27,4
g706,1027.108,1290.468,1590.83,1074.034,1110.967,1406.763,1695.822,1187.63,1133.536,1390.328,854.999,1075.747,3390.387,708.234
g7060,224.397,344.069,488.917,172.284,221.732,260.29,285.57,251.282,145.436,185.206,107.288,170.559,239.706,198.081
g7061,751.183,915.563,974.144,724.933,596.588,628.403,854.582,633.999,654.144,800.964,564.133,793.176,2098.558,567.591
g7062,163.24,198.343,374.708,347.895,346.332,310.324,257.6,301.836,335.098,439.349,183.375,284.352,1082.784,236.92
g7063,31.909,44,28,37.046,18,28,17.992,31,17,26.069,21,37,110.235,15
g7064,2516.246,2897.071,2752.288,2326.12,3211.264,2886.137,2772.165,3051.634,2263.803,3131.684,1904.875,2316.086,6082.097,1851.56
g7065,46.979,58.282,72.452,53.574,39.063,56.072,77.792,62.445,55.052,62.919,31.442,43.056,58.336,40.469
g7066,1012.835,1080.2,1100.655,671.04,1096.429,1026.841,1070.524,1084.758,823.949,918.175,677.743,735.81,2639.556,522.32
g7067,1207.421,1269.283,1503.537,1205.992,1373.872,1231.273,1368.787,1247.242,1031.437,1574.098,874.023,1011.76,2769.834,770.584
g7068,133,196,180.248,163.404,156,162.95,164.063,158.844,158.218,186,81,161.984,425.913,99
g7069,73,68,91.989,30.416,47,82.838,70.508,54.336,61,50.999,43,99.801,119.541,49
g707,1113.656,1802.774,1085.376,940.012,935.364,1379.315,932.218,799.683,757.715,812.206,873.248,1017.236,3135.672,582.745
g7070,759.865,1029.687,869.114,882.069,715.962,906.458,893.428,848.006,722.817,1001.882,627,674.386,1992.44,557.024
g7071,893.761,1288.974,1199.416,929.946,798.543,917.374,997.269,836.775,818.541,979.307,730.602,853.857,2451.115,630.442
g7072,502.879,692.921,739,619,575,674.922,710.498,466,688.871,739,411,632.301,1513.001,423
g7073,166.061,223,257,234,176,240,246.002,211,199,251.035,164,200,484,133.282
g7074,43.398,17.924,37.204,28.967,32.65,42.999,50.027,40.821,22.158,20.987,25.987,24.601,102.077,11.888
g7075,10.37,15.287,18.179,26.563,8.614,22.815,9.823,18.509,10.696,10.674,7.389,16.079,34.549,7.443
g7076,423.712,569.806,576.445,296.667,272.353,552.439,89.285,472.99,385.664,525.167,335.116,224.834,1233.309,298.413
g7077,25.821,38.848,34.304,25.332,33.727,16.164,37.475,20.009,27.848,19,10.89,25.982,52.186,16.849
g7078,1108.681,968.103,1630.049,1233.884,1205.052,1467.352,1594.998,1237.239,872.102,1439.545,782.504,1251.609,3789.317,934.643
g7079,368.129,510.999,556,383.999,330.988,404.234,401.341,287.331,357.279,381.349,284,406.74,1441.875,315.999
g708,1730.4,2085.803,2266.655,2110.022,2348.457,2273.631,3199.393,1996.996,2046.79,2661.828,1925.788,1901.563,8120.218,1290.872
g7080,112.527,114.171,154.396,117.101,112.003,165.352,161.018,119.059,106,137.009,82,96.055,331.695,93.519
g7081,464.924,470.247,633.011,611.932,572.693,612.192,662.091,551.798,542.177,789.633,452.231,576.165,1522.866,391.556
g7082,152.098,222,204,165.662,129.83,131.946,160,141,148.711,223.995,123.023,131.423,486.957,112.345
g7083,71.624,59.497,88.649,46.041,50.703,52.173,68.547,75.36,52.335,41.498,26.863,40.958,124.655,29.282
g7084,41,36,0,37,0,19,0,0,0,0,0,18,0,22
g7085,56.373,81.091,130.937,36.156,42.136,49.399,47.601,73.82,41.308,51.624,32.244,38.399,140.791,39.59
g7086,124.257,154.09,211.514,155.801,131.609,141.991,170.069,144.217,164.506,207.334,104.104,141.645,558.562,124.627
g7087,53.103,57,132,63,57,74,86.002,77.072,73,66.999,58,65,185.001,49
g7088,2291.409,2326.392,2628.502,1563.882,2016.2,1718.236,2273.092,1729.742,1573.643,2454.528,1548.7,1889.057,4626.318,1330.295
g7089,6,13,38,13,11,7,11,18,9.232,12,3,14,52.288,10.022
g709,5512.466,6578.079,7094.408,6114.041,5380.428,6185.328,6593.11,5933.419,4947.354,6392.476,4241.661,5540.966,16273.477,3723.903
g7090,7,8.074,13,5.289,3,8,9,3,11.927,7,8,4.671,28.564,3
g7091,557.795,675.659,786.049,671.92,534,636.941,705.605,535.999,512.308,710.935,377.048,642,1533.755,407.145
g7092,9,0,0,0,0,1,1,1,2,2,1432,2,0,1
g7093,2857.924,3739.156,4121.178,2960.003,2840.999,2870,3571.644,2697.993,2741.368,3659.675,2221.535,2977.978,7627.972,2010
g7094,619.826,860.902,1045.902,1074.119,585.729,945.912,958.293,823.549,915.13,1136.874,600.978,1174.666,2522.234,630.936
g7095,74.166,98.847,63.621,61.767,52.185,54.49,81.566,92.461,58.193,71.212,48.331,52.6,197.646,49.823
g7096,19,14.134,19,24.983,23.797,55,49.71,52.882,18,43,22,20.083,159.025,37.996
g7097,973.041,1338.745,1076.609,758.651,528.274,790.423,832.217,632.348,419.046,737.608,551.245,696.611,1444.814,569.793
g7098,358,459,521,445.341,436.996,497,512,440,367,527.001,316,451,1203.633,295.001
g7099,348.894,453.385,421.389,485.9,400.409,516.092,417.891,442.786,384.761,539.085,294.308,485.157,947.081,251.562
g71,1462.172,1797.525,1564.706,1506.39,989.311,1384.388,1254.413,1034.418,1091.932,1107.118,1073.832,1434.844,4027.421,907.278
g710,1559.086,1672.02,1916.312,1506.44,1297.69,2040.226,2273.603,1486.225,1301.86,2052.947,1234.044,1515.595,4879.024,1038.172
g7100,74,54.877,83,54,43,71,65,44,42,49.343,35.016,49,158,32
g7101,422.67,652.233,541.018,377.986,476.398,391.07,486.68,401.895,345.284,462.529,240.742,453.323,1098.046,299.478
g7102,1601.068,2118.765,2377.674,1724.986,1366.875,1502.548,1910.184,1387.42,1433.168,2031.882,1254.375,1837.588,4462.345,1295.383
g7103,1032.353,1340.022,1578.011,1446.226,1016.644,1341.365,1505.492,1034.26,987.811,1537.991,1030.62,1134.797,3607.917,797.798
g7104,49.848,60.729,114.146,70.041,105.879,97.576,108.161,67.826,65.312,76.239,64.496,90.648,201.298,54.491
g7105,315,380.02,415.821,321.165,278.473,339,351,253.908,331,363.168,241,287,829,185.076
g7106,172.933,262.094,191.228,137.307,142.435,168.119,137.105,150.699,115.337,114.637,106.344,166.069,407.756,103.227
g7107,6.051,9,2.063,12.701,9.566,18.851,4.089,6,5.956,8,14.013,13,30.586,2.001
g7108,494,635,666,467,391.191,566,691.911,491.173,460,704.226,459,492,1308.762,337.052
g7109,309.001,437,440.066,470.138,408,390.999,611.625,447.054,354.259,467.001,249.001,390.999,835,251
g711,139.844,84.818,127.135,135.789,135.923,229.206,212.341,136.898,106.308,110.954,83.945,107.565,274.881,76.87
g7110,176,164.012,247.422,306.685,225,201.028,228.867,238.435,182.004,247,111,294.761,620.18,148
g7111,22.2,22.13,20.098,26.107,26.21,39.234,26.361,34.302,27.861,25.131,33.77,26.148,65.729,12.112
g7112,26,28,33,25,24,20,32,25,24,20,21,12,35,12
g7113,21,22,24,20,16,39,37,16,17,23,18,23,45.421,13
g7114,1911.06,2513.824,2710.088,1961.135,1509.421,1696.691,2044.386,1444.78,1601.398,2038.535,1391.038,1890.199,4862.797,1469.371
g7115,28.386,35.527,22.535,27.951,33.173,39.166,35.31,24.924,22.72,38.336,35.519,19.395,56.686,16.163
g7116,411.164,426.756,514.063,593.931,447.285,625.772,602.172,476.009,509.016,755.824,309.718,683.559,1254.474,344.038
g7117,96.373,109.002,166.096,130,105.981,127.333,126.033,139.175,105,132,82.056,119.355,247,68
g7118,27.992,83.189,75.866,19,18,36.824,21.996,20.966,9,42.612,17.001,35.145,63.026,11
g7119,630.569,733.168,1018.979,874.461,785.786,915.304,789.866,808.169,716.877,817.635,562.911,760.971,1876.914,479.755
g712,5277.819,7932.887,9776.704,6203.601,5017.814,5292.396,7538.942,4942.427,6497.175,7635,4741.263,5349.911,20063.738,4759.997
g7120,77.107,94.191,106.721,88.657,91.405,101.135,121.189,104.103,98.944,121.16,90.946,94.997,304.874,71.934
g7121,26,22,19,23.003,27.004,22.005,36,27.004,14,28.117,22,12.111,57.482,16.006
g7122,1481.11,1773.082,2014.431,1646.345,1349.324,1509.645,1815.574,1241.026,1582.271,1875.54,1174.087,1575.869,4192.3,1083.191
g7123,561.291,665.64,818.109,751.09,626.341,719.15,815.568,735.372,609.729,906.517,497.471,573.437,2307.505,460.217
g7124,71.948,119.349,0,53.203,0,52,0,0,0,0,0,23,0,24
g7125,628.785,1250,1196,959.05,808,882.851,1332.005,1069,986,1256.294,683.035,1038.001,3349.719,829
g7126,22,26,26,21,23,21.002,18,18,19,25,11,19,48,23
g7127,1501.991,1828,2113,1714,1479.042,1567.803,1827.421,1611.941,1458,1941,1109.323,1629.01,4048.057,1131
g7128,33.047,30.209,39.717,29.005,21.965,31.048,25.09,38.35,18.023,20.012,24,21.998,87.929,16.163
g7129,28.409,22.32,27.941,26.082,22.012,24.785,28.093,20.305,15.442,17.468,19.218,21.07,44.637,8.051
g713,9938.905,11257.734,13338.111,11140.972,13781.964,13192.801,16115.872,14234.743,10947.909,13227.251,8481.02,10699.808,28029.495,7749.756
g7130,20.998,10.673,26.769,17.294,16.525,31.17,26.827,20.409,27.228,32.269,18.432,19.155,54.834,12.663
g7131,128.018,110.91,151.518,109.257,135.715,139.386,125.149,127.176,102,197.955,73.316,121.579,418.259,76.14
g7132,19.222,21.775,49,30.952,36.865,41.039,18,29.004,29,44.956,21,50,60.48,18
g7133,1153.034,1390.681,1463.36,1081.237,1140.979,1260.037,1376.581,991.826,1126.459,1494.687,982.162,1211.885,3195.99,876.806
g7134,336.86,399.488,492.321,206.194,145.296,225.523,279.443,155.497,174.809,251.828,112.966,180.631,613.271,223.863
g7135,58,84,87,84,60,72,79,71,66,84,44,85.504,188.957,46
g7136,18.018,62.585,24.974,30,23,24,29.001,10,26,15,24,35.001,78.995,19.857
g7137,268.037,365.847,238.745,228.113,230.167,252.467,275.62,247.268,243.139,279.637,235.389,276.259,869.913,164.376
g7138,177.861,150.985,200.167,102.804,120.993,183.116,194.963,115.274,114.016,143.92,63.001,155.265,375.69,96.005
g7139,1521,2066,2331.004,1573.004,1612.836,1671,1843.99,1527,1229,1807.007,983.02,1667.023,4859.564,916
g714,550.994,656.022,614.799,491.785,434.059,554,594,458.92,461.277,476.531,392,468.444,1842.435,341.775
